epoch,step,test/accuracy,test/f1_score,test/loss,train/accuracy,train/f1_score,train/loss_epoch,train/loss_step,val/accuracy,val/f1_score,val/loss,val_f1_score
11,969,,,,,,,1.1526232957839966,,,,
11,979,,,,,,,1.0841258764266968,,,,
11,989,,,,,,,1.0571963787078857,,,,
11,999,,,,,,,1.133373737335205,,,,
11,1007,,,,,,,,0.9973723888397217,0.9970345497131348,1.0659148693084717,0.9970345497131348
11,1007,,,,0.9947447180747986,0.9964336156845093,1.0705374479293823,,,,,
12,1009,,,,,,,1.1056466102600098,,,,
12,1019,,,,,,,0.9981618523597717,,,,
12,1029,,,,,,,1.1520001888275146,,,,
12,1039,,,,,,,1.0203388929367065,,,,
12,1049,,,,,,,1.1231170892715454,,,,
12,1059,,,,,,,1.0195118188858032,,,,
12,1069,,,,,,,1.0589731931686401,,,,
12,1079,,,,,,,1.166051983833313,,,,
12,1089,,,,,,,1.234276294708252,,,,
12,1091,,,,,,,,0.9977477192878723,0.9974311590194702,1.0746996402740479,0.9974311590194702
12,1091,,,,0.9952139854431152,0.993675947189331,1.0822993516921997,,,,,
13,1099,,,,,,,1.1473000049591064,,,,
13,1109,,,,,,,1.1004421710968018,,,,
13,1119,,,,,,,1.019155740737915,,,,
13,1129,,,,,,,1.1187987327575684,,,,
13,1139,,,,,,,0.9916130304336548,,,,
13,1149,,,,,,,1.1599173545837402,,,,
13,1159,,,,,,,1.0261372327804565,,,,
13,1169,,,,,,,1.0194413661956787,,,,
13,1175,,,,,,,,0.9990615844726562,0.9992009997367859,1.0635128021240234,0.9992009997367859
13,1175,,,,0.9983108043670654,0.9985542297363281,1.0645486116409302,,,,,
14,1179,,,,,,,1.09040367603302,,,,
14,1189,,,,,,,1.1815152168273926,,,,
14,1199,,,,,,,1.086000680923462,,,,
14,1209,,,,,,,1.070246934890747,,,,
14,1219,,,,,,,1.0629680156707764,,,,
14,1229,,,,,,,1.136137843132019,,,,
14,1239,,,,,,,0.986712634563446,,,,
14,1249,,,,,,,0.9800305366516113,,,,
14,1259,,,,,,,1.004758358001709,,,,
14,1259,,,,,,,,0.9968093037605286,0.9977738857269287,1.0642180442810059,0.9977738857269287
14,1259,,,,0.9977946877479553,0.9984983801841736,1.062295913696289,,,,,
15,1260,,,,,,,,0.9990615844726562,0.9992009997367859,1.0635128021240234,0.9992009997367859
15,1260,0.9847980737686157,0.9780248999595642,1.1691924333572388,,,,,,,,
