epoch,step,train/loss_box_reg,train/loss_classifier,train/loss_epoch,train/loss_objectness,train/loss_rpn_box_reg,train/loss_step,val/mAP,val/mAP_50,val_mAP_50
7,714,,,,,,0.11635270714759827,,,
7,719,,,,,,0.17769616842269897,,,
7,724,,,,,,0.33579328656196594,,,
7,729,,,,,,0.24121487140655518,,,
7,734,,,,,,0.32920828461647034,,,
7,739,,,,,,0.16623906791210175,,,
7,744,,,,,,0.2235073745250702,,,
7,749,,,,,,0.24804776906967163,,,
7,754,,,,,,0.28944331407546997,,,
7,759,,,,,,0.12065082788467407,,,
7,764,,,,,,0.3915877640247345,,,
7,767,,,,,,,0.13442014157772064,0.20277759432792664,0.20277759432792664
7,767,0.08966629952192307,0.15564465522766113,0.250282883644104,0.0018285512924194336,0.003143362235277891,,,,
8,769,,,,,,0.35280749201774597,,,
8,774,,,,,,0.2742747962474823,,,
8,779,,,,,,0.3320346772670746,,,
8,784,,,,,,0.18698401749134064,,,
8,789,,,,,,0.34967654943466187,,,
8,794,,,,,,0.3360995352268219,,,
8,799,,,,,,0.2228884994983673,,,
8,804,,,,,,0.32213982939720154,,,
8,809,,,,,,0.15842844545841217,,,
8,814,,,,,,0.3103768229484558,,,
8,819,,,,,,0.08261505514383316,,,
8,824,,,,,,0.251091867685318,,,
8,829,,,,,,0.22928641736507416,,,
8,834,,,,,,0.12692241370677948,,,
8,839,,,,,,0.3725966513156891,,,
8,844,,,,,,0.16585899889469147,,,
8,849,,,,,,0.20879310369491577,,,
8,854,,,,,,0.2913382351398468,,,
8,859,,,,,,0.28960752487182617,,,
8,863,,,,,,,0.13318118453025818,0.20552106201648712,0.20552106201648712
8,863,0.08933592587709427,0.1545666754245758,0.24899660050868988,0.00196517794393003,0.003128830576315522,,,,
9,864,,,,,,0.1581629365682602,,,
9,869,,,,,,0.2467670738697052,,,
9,874,,,,,,0.18060478568077087,,,
9,879,,,,,,0.2172941118478775,,,
9,884,,,,,,0.34587737917900085,,,
9,889,,,,,,0.1894702911376953,,,
9,894,,,,,,0.2578769326210022,,,
9,899,,,,,,0.3996068835258484,,,
9,904,,,,,,0.24502034485340118,,,
9,909,,,,,,0.2718004882335663,,,
9,914,,,,,,0.2658160924911499,,,
9,919,,,,,,0.3193267583847046,,,
9,924,,,,,,0.34369683265686035,,,
9,929,,,,,,0.2856300175189972,,,
9,934,,,,,,0.25680869817733765,,,
9,939,,,,,,0.15745824575424194,,,
9,944,,,,,,0.2186857908964157,,,
9,949,,,,,,0.23573358356952667,,,
9,954,,,,,,0.233390673995018,,,
9,959,,,,,,0.46175509691238403,,,
9,959,,,,,,,0.1345721036195755,0.20710450410842896,0.20710450410842896
9,959,0.0887160450220108,0.15370769798755646,0.2472163736820221,0.001681621535681188,0.003110990161076188,,,,
