epoch,step,test/accuracy,test/f1_score,test/loss,train/accuracy,train/f1_score,train/loss_epoch,train/loss_step,val/accuracy,val/f1_score,val/loss,val_f1_score
18,797,,,,,,,,0.9990615844726562,0.9990116357803345,1.058475136756897,0.9990116357803345
18,797,,,,0.9992961883544922,0.999656617641449,1.057390570640564,,,,,
19,799,,,,,,,1.1229101419448853,,,,
19,809,,,,,,,1.0789124965667725,,,,
19,819,,,,,,,1.039687156677246,,,,
19,829,,,,,,,1.0382095575332642,,,,
19,839,,,,,,,1.0254167318344116,,,,
19,839,,,,,,,,0.9893018007278442,0.9674568176269531,1.1848512887954712,0.9674568176269531
19,839,,,,0.9992492198944092,0.9990257620811462,1.0591075420379639,,,,,
20,849,,,,,,,1.0779345035552979,,,,
20,859,,,,,,,1.0693997144699097,,,,
20,869,,,,,,,1.0755715370178223,,,,
20,879,,,,,,,1.061227798461914,,,,
20,881,,,,,,,,0.9827327132225037,0.9809169769287109,1.1044994592666626,0.9809169769287109
20,881,,,,0.996152400970459,0.9933182597160339,1.0770753622055054,,,,,
21,889,,,,,,,1.0351295471191406,,,,
21,899,,,,,,,1.1029194593429565,,,,
21,909,,,,,,,1.0697177648544312,,,,
21,919,,,,,,,1.031086802482605,,,,
21,923,,,,,,,,0.9887387156486511,0.9864358901977539,1.09042489528656,0.9864358901977539
21,923,,,,0.9967154860496521,0.9952847957611084,1.0717521905899048,,,,,
22,929,,,,,,,1.0961917638778687,,,,
22,939,,,,,,,0.9783756136894226,,,,
22,949,,,,,,,1.0637341737747192,,,,
22,959,,,,,,,0.9965963363647461,,,,
22,965,,,,,,,,0.9983108043670654,0.9986782073974609,1.060086965560913,0.9986782073974609
22,965,,,,0.9984046816825867,0.9982776045799255,1.062334656715393,,,,,
23,969,,,,,,,1.052567720413208,,,,
23,979,,,,,,,1.069656491279602,,,,
23,989,,,,,,,1.0265023708343506,,,,
23,999,,,,,,,1.0833344459533691,,,,
23,1007,,,,,,,,0.9994369149208069,0.9991069436073303,1.0580881834030151,0.9991069436073303
23,1007,,,,0.9993900060653687,0.9996386170387268,1.0574142932891846,,,,,
24,1009,,,,,,,1.0708881616592407,,,,
24,1019,,,,,,,1.0560541152954102,,,,
24,1029,,,,,,,1.0727862119674683,,,,
24,1039,,,,,,,1.057018518447876,,,,
24,1049,,,,,,,1.0778312683105469,,,,
24,1049,,,,,,,,0.9998123049736023,0.9999098181724548,1.0572209358215332,0.9999098181724548
24,1049,,,,0.9997184872627258,0.9998617768287659,1.056334376335144,,,,,
25,1059,,,,,,,1.0264768600463867,,,,
25,1069,,,,,,,1.1515390872955322,,,,
25,1079,,,,,,,1.0414680242538452,,,,
25,1089,,,,,,,1.0602121353149414,,,,
25,1091,,,,,,,,0.9994369149208069,0.9995651245117188,1.0574276447296143,0.9995651245117188
25,1091,,,,0.9997653961181641,0.9998794198036194,1.0557968616485596,,,,,
26,1099,,,,,,,1.0429680347442627,,,,
26,1109,,,,,,,1.0605144500732422,,,,
26,1119,,,,,,,1.0142267942428589,,,,
26,1129,,,,,,,1.0835354328155518,,,,
26,1133,,,,,,,,0.9996246099472046,0.9998032450675964,1.057233452796936,0.9998032450675964
26,1133,,,,0.9998123049736023,0.9999052882194519,1.055383563041687,,,,,
27,1139,,,,,,,1.0480797290802002,,,,
27,1149,,,,,,,1.0012693405151367,,,,
27,1159,,,,,,,1.077857494354248,,,,
27,1169,,,,,,,1.0591684579849243,,,,
27,1175,,,,,,,,0.9994369149208069,0.9995894432067871,1.0572049617767334,0.9995894432067871
27,1175,,,,0.9998592138290405,0.9999223351478577,1.055299997329712,,,,,
28,1179,,,,,,,1.0712889432907104,,,,
28,1189,,,,,,,1.0808370113372803,,,,
28,1199,,,,,,,1.122140884399414,,,,
28,1209,,,,,,,1.0365465879440308,,,,
28,1217,,,,,,,,0.9998123049736023,0.9997470378875732,1.056856393814087,0.9997470378875732
28,1217,,,,0.9998592138290405,0.9999163746833801,1.0558242797851562,,,,,
29,1219,,,,,,,1.0062397718429565,,,,
29,1229,,,,,,,1.0438686609268188,,,,
29,1239,,,,,,,1.0313481092453003,,,,
29,1249,,,,,,,1.064782977104187,,,,
29,1259,,,,,,,1.0939501523971558,,,,
29,1259,,,,,,,,0.9998123049736023,0.9997197389602661,1.0566898584365845,0.9997197389602661
29,1259,,,,1.0,1.0,1.054642915725708,,,,,
30,1269,,,,,,,1.0867860317230225,,,,
30,1279,,,,,,,1.0174471139907837,,,,
30,1289,,,,,,,1.0524485111236572,,,,
30,1299,,,,,,,1.042442798614502,,,,
30,1301,,,,,,,,0.9994369149208069,0.9993840456008911,1.0568867921829224,0.9993840456008911
30,1301,,,,1.0,1.0,1.0553622245788574,,,,,
31,1309,,,,,,,1.009171485900879,,,,
31,1319,,,,,,,1.0539439916610718,,,,
31,1329,,,,,,,1.0466656684875488,,,,
31,1339,,,,,,,1.019208312034607,,,,
31,1343,,,,,,,,0.9994369149208069,0.9995158910751343,1.0573514699935913,0.9995158910751343
31,1343,,,,0.9999061822891235,0.9999503493309021,1.0549501180648804,,,,,
32,1349,,,,,,,1.05446457862854,,,,
32,1359,,,,,,,1.0813655853271484,,,,
32,1369,,,,,,,1.0132482051849365,,,,
32,1379,,,,,,,1.0786406993865967,,,,
32,1385,,,,,,,,0.9996246099472046,0.9994668960571289,1.0567072629928589,0.9994668960571289
32,1385,,,,0.9998592138290405,0.9999241828918457,1.0554897785186768,,,,,
33,1389,,,,,,,1.0115091800689697,,,,
33,1399,,,,,,,1.0295896530151367,,,,
33,1409,,,,,,,1.0482090711593628,,,,
33,1419,,,,,,,1.1234161853790283,,,,
33,1427,,,,,,,,0.9996246099472046,0.9994668960571289,1.0566787719726562,0.9994668960571289
33,1427,,,,0.9999530911445618,0.9999733567237854,1.0551209449768066,,,,,
34,1429,,,,,,,1.0711033344268799,,,,
34,1439,,,,,,,1.0364627838134766,,,,
34,1449,,,,,,,1.0451080799102783,,,,
34,1459,,,,,,,1.050494909286499,,,,
34,1469,,,,,,,1.0042911767959595,,,,
34,1469,,,,,,,,0.9996246099472046,0.9996426105499268,1.0567089319229126,0.9996426105499268
34,1469,,,,1.0,1.0,1.0542441606521606,,,,,
35,1479,,,,,,,1.047978401184082,,,,
35,1489,,,,,,,1.035066843032837,,,,
35,1499,,,,,,,0.98213791847229,,,,
35,1509,,,,,,,1.0408999919891357,,,,
35,1511,,,,,,,,1.0,1.0,1.0563709735870361,1.0
35,1511,,,,0.9999530911445618,0.9999793171882629,1.0542069673538208,,,,,
36,1519,,,,,,,1.0024359226226807,,,,
36,1529,,,,,,,1.0540727376937866,,,,
36,1539,,,,,,,1.067686676979065,,,,
36,1549,,,,,,,1.0551141500473022,,,,
36,1553,,,,,,,,0.9996246099472046,0.9995986223220825,1.056475281715393,0.9995986223220825
36,1553,,,,0.9999061822891235,0.9999545216560364,1.0543614625930786,,,,,
37,1559,,,,,,,1.0404095649719238,,,,
37,1569,,,,,,,1.0739843845367432,,,,
37,1579,,,,,,,1.0736267566680908,,,,
37,1589,,,,,,,1.0610249042510986,,,,
37,1595,,,,,,,,1.0,1.0,1.0564656257629395,1.0
37,1595,,,,1.0,1.0,1.0546951293945312,,,,,
38,1599,,,,,,,1.0143916606903076,,,,
38,1609,,,,,,,1.0227514505386353,,,,
38,1619,,,,,,,1.0640051364898682,,,,
38,1629,,,,,,,1.0782177448272705,,,,
38,1637,,,,,,,,1.0,1.0,1.0564007759094238,1.0
38,1637,,,,1.0,1.0,1.0547209978103638,,,,,
39,1639,,,,,,,1.079527497291565,,,,
39,1649,,,,,,,1.0565416812896729,,,,
39,1659,,,,,,,1.0566163063049316,,,,
39,1669,,,,,,,1.082166075706482,,,,
39,1679,,,,,,,0.966309130191803,,,,
39,1679,,,,,,,,0.9998123049736023,0.9997470378875732,1.0563585758209229,0.9997470378875732
39,1679,,,,0.9999530911445618,0.9999793171882629,1.0544582605361938,,,,,
40,1689,,,,,,,1.094295620918274,,,,
40,1699,,,,,,,1.0381362438201904,,,,
40,1709,,,,,,,1.0607792139053345,,,,
40,1719,,,,,,,1.069525957107544,,,,
40,1721,,,,,,,,0.9998123049736023,0.9997470378875732,1.0564206838607788,0.9997470378875732
40,1721,,,,0.9999530911445618,0.9999732971191406,1.0545021295547485,,,,,
41,1729,,,,,,,1.0501724481582642,,,,
41,1739,,,,,,,1.008664608001709,,,,
41,1749,,,,,,,1.0923497676849365,,,,
41,1759,,,,,,,1.0272351503372192,,,,
41,1763,,,,,,,,1.0,1.0,1.0563808679580688,1.0
41,1763,,,,0.9999530911445618,0.9999634623527527,1.0549699068069458,,,,,
42,1769,,,,,,,1.027771234512329,,,,
42,1779,,,,,,,0.992753267288208,,,,
42,1789,,,,,,,1.052290916442871,,,,
42,1799,,,,,,,1.082160234451294,,,,
42,1805,,,,,,,,0.9998123049736023,0.9997470378875732,1.0563498735427856,0.9997470378875732
42,1805,,,,1.0,1.0,1.0543218851089478,,,,,
43,1809,,,,,,,1.042069673538208,,,,
43,1819,,,,,,,1.0736198425292969,,,,
43,1829,,,,,,,1.0069060325622559,,,,
43,1839,,,,,,,1.0741455554962158,,,,
43,1847,,,,,,,,1.0,1.0,1.0563387870788574,1.0
43,1847,,,,0.9999530911445618,0.9999697208404541,1.0545531511306763,,,,,
44,1849,,,,,,,1.0293183326721191,,,,
44,1859,,,,,,,1.1149804592132568,,,,
44,1869,,,,,,,1.116217017173767,,,,
44,1879,,,,,,,1.0001767873764038,,,,
44,1889,,,,,,,0.967677116394043,,,,
44,1889,,,,,,,,1.0,1.0,1.0563304424285889,1.0
44,1889,,,,0.9999530911445618,0.9999733567237854,1.054790735244751,,,,,
45,1899,,,,,,,0.996454119682312,,,,
45,1909,,,,,,,1.0587190389633179,,,,
45,1919,,,,,,,1.063361644744873,,,,
45,1929,,,,,,,1.0462207794189453,,,,
45,1931,,,,,,,,1.0,1.0,1.0562961101531982,1.0
45,1931,,,,1.0,1.0,1.0545315742492676,,,,,
46,1939,,,,,,,1.0502086877822876,,,,
46,1949,,,,,,,1.0217323303222656,,,,
46,1959,,,,,,,1.0447864532470703,,,,
46,1969,,,,,,,1.0374449491500854,,,,
46,1973,,,,,,,,1.0,1.0,1.0563324689865112,1.0
46,1973,,,,0.9999061822891235,0.999946653842926,1.054892897605896,,,,,
47,1979,,,,,,,1.069185495376587,,,,
47,1989,,,,,,,1.030214548110962,,,,
47,1999,,,,,,,1.0006186962127686,,,,
47,2009,,,,,,,1.078814148902893,,,,
47,2015,,,,,,,,1.0,1.0,1.0563315153121948,1.0
47,2015,,,,1.0,1.0,1.0541367530822754,,,,,
48,2019,,,,,,,1.0969077348709106,,,,
48,2029,,,,,,,0.9912477135658264,,,,
48,2039,,,,,,,1.056097149848938,,,,
48,2049,,,,,,,0.9668490886688232,,,,
48,2057,,,,,,,,1.0,1.0,1.056300401687622,1.0
48,2057,,,,1.0,1.0,1.0543607473373413,,,,,
49,2059,,,,,,,1.0524275302886963,,,,
49,2069,,,,,,,1.0370573997497559,,,,
49,2079,,,,,,,1.0773258209228516,,,,
49,2089,,,,,,,1.0010764598846436,,,,
49,2099,,,,,,,1.1005749702453613,,,,
49,2099,,,,,,,,0.9998123049736023,0.9997470378875732,1.0563992261886597,0.9997470378875732
49,2099,,,,1.0,1.0,1.054474115371704,,,,,
50,2100,,,,,,,,1.0,1.0,1.0563709735870361,1.0
50,2100,0.985589861869812,0.9777528643608093,1.1475425958633423,,,,,,,,
